,OutcomeType,SexUponOutcome,Breed,Color,Age
460,0,Intact Male,Border Collie Mix,White/Black,0.25
461,0,Intact Male,Chihuahua Shorthair Mix,White/Brown,0.25
462,0,Intact Male,Labrador Retriever Mix,White/Black,0.25
463,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
464,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
465,0,Intact Female,Labrador Retriever Mix,Tan/White,0.25
466,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
467,0,Intact Male,Pit Bull Mix,Brown Brindle,0.25
468,0,Intact Male,Pit Bull Mix,Brown Brindle,0.25
469,0,Intact Male,Pit Bull Mix,Brown Brindle,0.25
470,0,Intact Female,Pit Bull Mix,Brown Brindle,0.25
471,0,Intact Female,Pit Bull Mix,Brown Brindle,0.25
472,0,Intact Female,Pit Bull Mix,Brown Brindle,0.25
473,0,Intact Male,Pit Bull Mix,Brown Brindle,0.25
474,0,Intact Female,Pit Bull Mix,Brown Brindle,0.25
475,0,Intact Female,Labrador Retriever Mix,Black,0.25
476,0,Intact Female,Labrador Retriever Mix,White/Black,0.25
477,0,Intact Female,Labrador Retriever Mix,White/Black,0.25
478,0,Intact Male,Labrador Retriever Mix,Tricolor,0.25
479,0,Intact Female,Labrador Retriever Mix,Black,0.25
480,0,Intact Male,Labrador Retriever Mix,Brown Brindle/White,0.25
481,0,Intact Female,Labrador Retriever Mix,Tan/Black,0.25
482,0,Intact Female,Labrador Retriever Mix,Tan/White,0.25
483,0,Intact Male,Labrador Retriever Mix,Tan/White,0.25
484,0,Intact Female,Labrador Retriever Mix,Tan/Black,0.25
485,0,Intact Male,Labrador Retriever Mix,Tan/White,0.25
486,0,Intact Male,Labrador Retriever Mix,Tan/White,0.25
487,0,Intact Male,Labrador Retriever Mix,Tan/White,0.25
488,0,Unknown,Chihuahua Shorthair,Tan/White,0.25
489,0,Unknown,Chihuahua Shorthair,Brown/Black,0.25
490,0,Unknown,Chihuahua Shorthair,Brown,0.25
491,0,Intact Female,Australian Shepherd Mix,Brown/White,0.25
492,0,Unknown,Border Collie Mix,White/Black,0.25
493,0,Unknown,Border Collie Mix,White/Black,0.25
494,0,Unknown,Border Collie Mix,White/Black,0.25
495,0,Unknown,Border Collie Mix,Black/White,0.25
496,0,Unknown,Chihuahua Shorthair Mix,Tan,0.25
497,0,Unknown,Chihuahua Shorthair Mix,Black/White,0.25
498,0,Unknown,Chihuahua Shorthair Mix,Tan/White,0.25
499,0,Intact Male,Chihuahua Shorthair Mix,Tan/White,0.25
500,0,Intact Male,Chihuahua Shorthair Mix,Brown,0.25
501,0,Intact Female,Chihuahua Shorthair Mix,Brown,0.25
502,0,Intact Female,Chihuahua Shorthair Mix,Brown,0.25
503,0,Unknown,Miniature Poodle Mix,White/Tan,0.25
504,0,Unknown,Miniature Poodle Mix,White/Tan,0.25
505,0,Intact Male,Great Pyrenees Mix,White,0.25
506,0,Intact Female,Anatol Shepherd Mix,White/Brown,0.25
507,0,Intact Male,Anatol Shepherd Mix,White,0.25
508,0,Intact Male,Anatol Shepherd Mix,White,0.25
509,0,Intact Male,Pit Bull Mix,White/Black,0.25
510,0,Intact Male,Pit Bull Mix,White/Black,0.25
511,0,Intact Female,Pit Bull Mix,White/Black,0.25
512,0,Intact Female,Pit Bull Mix,Tricolor,0.25
513,0,Intact Male,Pit Bull Mix,Tricolor,0.25
514,0,Intact Male,Pit Bull Mix,Tricolor,0.25
515,0,Intact Male,Pit Bull Mix,Tricolor,0.25
516,0,Intact Female,Labrador Retriever,Red,0.25
517,0,Intact Female,Yorkshire Terrier Mix,Black/Brown,0.25
518,0,Intact Female,Yorkshire Terrier Mix,Black/Brown,0.25
519,0,Intact Female,Yorkshire Terrier Mix,Black/Brown,0.25
520,0,Intact Female,Yorkshire Terrier Mix,Black/Brown,0.25
521,0,Intact Female,Beagle Mix,Brown,0.25
522,0,Intact Female,Beagle Mix,Brown,0.25
523,0,Intact Female,Beagle Mix,Brown,0.25
524,0,Intact Male,Beagle Mix,Brown,0.25
525,0,Intact Male,Beagle Mix,Brown,0.25
526,0,Intact Male,Beagle Mix,Brown,0.25
527,0,Intact Male,Beagle Mix,Brown,0.25
528,0,Intact Male,Beagle Mix,Brown,0.25
529,0,Intact Male,Beagle Mix,Brown,0.25
530,0,Intact Male,Beagle Mix,Black/Tan,0.25
531,0,Intact Male,Labrador Retriever Mix,White,0.25
532,0,Intact Male,Labrador Retriever Mix,White,0.25
533,0,Intact Male,Labrador Retriever Mix,White,0.25
534,0,Intact Female,Labrador Retriever Mix,White,0.25
535,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
536,0,Intact Female,Pit Bull Mix,White/Brown,0.25
537,0,Intact Female,Pit Bull Mix,White/Brown,0.25
538,0,Intact Female,Pit Bull Mix,White/Brown,0.25
539,0,Intact Female,Pit Bull Mix,White,0.25
540,0,Intact Male,Pit Bull Mix,White/Brown,0.25
541,0,Intact Male,Pit Bull Mix,Brown/White,0.25
542,0,Intact Female,Chihuahua Shorthair Mix,Chocolate/White,0.25
543,0,Intact Male,Pit Bull Mix,Brown/White,0.25
544,0,Intact Male,Pit Bull Mix,Brown/White,0.25
545,0,Intact Male,Pit Bull Mix,Brown/White,0.25
546,0,Intact Male,Chihuahua Shorthair,White,0.25
547,0,Intact Female,Chihuahua Shorthair,White,0.25
548,0,Intact Female,Chihuahua Shorthair,Tan,0.25
549,0,Intact Female,Pointer Mix,Black/White,0.25
550,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
551,0,Intact Female,Pointer Mix,Chocolate/White,0.25
552,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
553,0,Intact Male,Pointer Mix,White/Black,0.25
554,0,Intact Male,Pointer Mix,White/Black,0.25
555,0,Intact Male,Chihuahua Longhair Mix,Black/Brown,0.25
556,0,Intact Male,Labrador Retriever Mix,Brown/White,0.25
557,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
558,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
559,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
560,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
561,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
562,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
563,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
564,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
565,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
566,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
567,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
568,0,Intact Female,Labrador Retriever Mix,Red/White,0.25
569,0,Intact Female,Labrador Retriever,Brown,0.25
570,0,Unknown,Labrador Retriever Mix,Tan,0.25
571,0,Intact Male,Labrador Retriever Mix,Brown Brindle/White,0.25
572,0,Intact Male,Labrador Retriever Mix,Tricolor,0.25
573,0,Intact Female,Labrador Retriever Mix,White/Brown,0.25
574,0,Intact Male,Labrador Retriever Mix,Brown Brindle/White,0.25
575,0,Intact Male,Labrador Retriever Mix,Brown/White,0.25
576,0,Intact Female,Labrador Retriever Mix,Brown/White,0.25
577,0,Intact Male,Labrador Retriever Mix,Tricolor,0.25
578,0,Intact Male,Labrador Retriever Mix,Brown Brindle/White,0.25
579,0,Unknown,Australian Cattle Dog Mix,Black/Brown,0.25
580,0,Unknown,Australian Cattle Dog Mix,Black/Brown,0.25
581,0,Unknown,Australian Cattle Dog Mix,Black/Brown,0.25
582,0,Unknown,Australian Cattle Dog Mix,Black/Brown,0.25
583,0,Unknown,Australian Cattle Dog Mix,Brown/White,0.25
584,0,Unknown,Australian Cattle Dog Mix,Brown,0.25
585,0,Intact Male,Australian Cattle Dog Mix,Brown,0.25
586,0,Intact Male,Australian Cattle Dog Mix,Brown,0.25
587,0,Intact Female,Chihuahua Shorthair Mix,White/Black,0.25
588,0,Intact Male,Chihuahua Shorthair Mix,Tan/Black,0.25
589,0,Intact Female,German Shepherd Mix,Brown,0.25
590,0,Intact Male,Labrador Retriever Mix,Brown/White,0.25
591,0,Intact Male,Labrador Retriever Mix,White/Black,0.25
592,0,Intact Male,Labrador Retriever Mix,White/Black,0.25
593,0,Intact Female,Australian Shepherd Mix,Black/White,0.25
594,0,Intact Male,Chihuahua Shorthair Mix,Brown,0.25
595,0,Intact Male,Chihuahua Shorthair Mix,Brown,0.25
596,0,Unknown,Labrador Retriever Mix,Tan,0.25
597,0,Intact Female,Australian Shepherd Mix,White/Tan,0.25
598,0,Intact Male,German Shepherd Mix,Black/White,0.25
599,0,Intact Male,Jack Russell Terrier Mix,White/Black,0.25
600,0,Intact Male,Chihuahua Shorthair Mix,Brown/White,0.25
601,0,Intact Male,Black Mouth Cur Mix,Tan,0.25
602,0,Spayed Female,Labrador Retriever,Black,0.25
603,0,Intact Female,Rottweiler Mix,Black/Tan,0.25
604,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
605,0,Intact Female,Chihuahua Shorthair Mix,Black,0.25
606,0,Intact Male,Chihuahua Shorthair Mix,Sable,0.25
607,0,Intact Male,Chihuahua Shorthair Mix,Black/White,0.25
608,0,Intact Female,Chihuahua Shorthair Mix,Buff,0.25
609,0,Unknown,Labrador Retriever,Black,0.25
610,0,Intact Female,Chihuahua Shorthair Mix,Tan,0.25
611,0,Intact Female,Chihuahua Shorthair Mix,Black/Tan,0.25
612,0,Intact Female,Chihuahua Shorthair Mix,Black/Tan,0.25
613,0,Intact Male,Chihuahua Shorthair Mix,Black/Tan,0.25
614,0,Unknown,Labrador Retriever,White,0.25
615,0,Intact Female,Labrador Retriever,Black,0.25
616,0,Intact Male,Chihuahua Shorthair/Dachshund,White/Tan,0.25
617,0,Intact Female,Chihuahua Shorthair/Dachshund,Black,0.25
618,0,Unknown,German Shepherd Mix,Black/Brown,0.25
619,0,Intact Female,Pit Bull Mix,Blue/White,0.25
620,0,Intact Male,Pit Bull Mix,Blue/White,0.25
621,0,Intact Male,Pit Bull Mix,Blue/White,0.25
622,0,Intact Female,Pit Bull Mix,Black/White,0.25
623,0,Intact Female,Pit Bull Mix,Black/White,0.25
624,0,Intact Female,Pit Bull Mix,Black/White,0.25
625,0,Intact Male,Dachshund Mix,Black/Tan,0.25
626,0,Intact Male,Chihuahua Shorthair Mix,Brown,0.25
627,0,Intact Male,German Shepherd,Black/Brown,0.25
628,0,Intact Female,Boxer Mix,Brown Brindle,0.25
629,0,Intact Female,Boxer Mix,Black/White,0.25
630,0,Intact Male,Pit Bull Mix,White/Black,0.25
631,0,Intact Female,Chihuahua Longhair Mix,Black/Tan,0.25
632,0,Intact Male,Labrador Retriever Mix,Brown/Black,0.25
633,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
634,0,Intact Female,Labrador Retriever Mix,Black/Brown,0.25
635,0,Intact Female,Labrador Retriever Mix,Black,0.25
636,0,Intact Female,Chihuahua Shorthair Mix,Brown/White,0.25
637,0,Intact Male,German Shepherd Mix,White/Brown,0.25
638,0,Intact Female,German Shepherd Mix,Brown/White,0.25
639,0,Intact Female,German Shepherd Mix,Sable,0.25
640,0,Intact Female,German Shepherd Mix,Sable/White,0.25
641,0,Intact Male,German Shepherd Mix,Sable,0.25
642,0,Intact Female,Chihuahua Shorthair Mix,White,0.25
643,0,Unknown,Border Collie Mix,Black/White,0.25
644,0,Unknown,Border Collie Mix,Black/White,0.25
645,0,Unknown,Border Collie Mix,Tan,0.25
646,0,Intact Male,Australian Shepherd Mix,Brown,0.25
647,0,Intact Male,Chihuahua Longhair Mix,Black/White,0.25
648,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
649,0,Intact Female,Labrador Retriever Mix,Black,0.25
650,0,Intact Male,Pit Bull,Blue/White,0.25
651,0,Intact Female,Pit Bull,Black/White,0.25
652,0,Intact Female,Pit Bull,Blue/White,0.25
653,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
654,0,Intact Female,German Shepherd Mix,Tan/Black,0.25
655,0,Intact Female,Labrador Retriever Mix,White,0.25
656,0,Intact Female,Chihuahua Shorthair Mix,Brown/White,0.25
657,0,Intact Male,Pit Bull Mix,Black/White,0.25
658,0,Intact Male,Pit Bull Mix,White/Black,0.25
659,0,Intact Female,Pit Bull Mix,Black/White,0.25
660,0,Intact Female,Labrador Retriever Mix,Tan/White,0.25
661,0,Intact Male,Plott Hound Mix,Black,0.25
662,0,Intact Female,Plott Hound Mix,Black,0.25
663,0,Intact Female,Plott Hound Mix,Black/White,0.25
664,0,Intact Male,Plott Hound Mix,Chocolate,0.25
665,0,Intact Female,Plott Hound Mix,Black,0.25
666,0,Intact Male,Plott Hound Mix,Black,0.25
667,0,Intact Female,Plott Hound Mix,Chocolate/White,0.25
668,0,Intact Female,Plott Hound Mix,Black,0.25
669,0,Intact Female,Plott Hound Mix,Chocolate,0.25
670,0,Intact Male,Labrador Retriever Mix,White,0.25
671,0,Intact Female,Great Pyrenees Mix,Cream,0.25
672,0,Intact Female,Great Pyrenees Mix,Cream,0.25
673,0,Intact Female,Great Pyrenees Mix,Cream,0.25
674,0,Intact Female,Great Pyrenees Mix,Cream,0.25
675,0,Intact Female,Great Pyrenees Mix,White,0.25
676,0,Intact Male,Great Pyrenees Mix,White,0.25
677,0,Intact Male,Great Pyrenees Mix,White,0.25
678,0,Intact Female,Labrador Retriever Mix,Black,0.25
679,0,Intact Male,Labrador Retriever Mix,Black,0.25
680,0,Intact Female,Pit Bull Mix,Tan/White,0.25
681,0,Intact Male,Pit Bull Mix,Brown Brindle,0.25
682,0,Intact Male,Pit Bull Mix,Brown Brindle,0.25
683,0,Intact Female,Pit Bull Mix,Brown Brindle,0.25
684,0,Intact Male,German Shepherd Mix,White/Brown,0.25
685,0,Intact Female,German Shepherd Mix,Black/Tan,0.25
686,0,Intact Male,German Shepherd Mix,Black/White,0.25
687,0,Intact Female,Chihuahua Longhair Mix,Tan,0.25
688,0,Intact Female,Labrador Retriever,Black,0.25
689,0,Intact Female,Border Collie Mix,Black/White,0.25
690,0,Intact Male,Border Collie Mix,Black/White,0.25
691,0,Intact Male,Pit Bull Mix,Brown/White,0.25
692,0,Intact Male,Labrador Retriever Mix,White/Black,0.25
693,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
694,0,Intact Female,Labrador Retriever Mix,White/Black,0.25
695,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
696,0,Intact Male,Labrador Retriever Mix,White/Black,0.25
697,0,Intact Male,Labrador Retriever Mix,Brown/White,0.25
698,0,Intact Male,Labrador Retriever Mix,Brown Brindle/White,0.25
699,0,Intact Female,Australian Cattle Dog Mix,Tricolor,0.25
700,0,Intact Female,Australian Cattle Dog Mix,Tricolor,0.25
701,0,Intact Female,Australian Cattle Dog Mix,Black/Brown,0.25
702,0,Intact Male,Pit Bull,Black/White,0.25
703,0,Intact Male,Chihuahua Shorthair,Tan/White,0.25
704,0,Intact Female,Rat Terrier Mix,Tan/Black,0.25
705,0,Intact Female,Rat Terrier Mix,Tan/Black,0.25
706,0,Intact Female,Rat Terrier Mix,Tan/Black,0.25
707,0,Intact Male,German Shepherd Mix,Black/Tan,0.25
708,0,Intact Male,German Shepherd Mix,Black/Tan,0.25
709,0,Intact Female,German Shepherd Mix,Black/Tan,0.25
710,0,Intact Male,Boxer Mix,Black/White,0.25
711,0,Intact Female,Labrador Retriever Mix,Brown/Black,0.25
712,0,Unknown,Pit Bull Mix,White/Black,0.25
713,0,Intact Male,Pit Bull Mix,Blue/White,0.25
714,0,Intact Female,Pit Bull Mix,White/Black,0.25
715,0,Intact Female,Pit Bull Mix,Black,0.25
716,0,Intact Male,Pit Bull Mix,Brown/White,0.25
717,0,Intact Female,Pit Bull Mix,Brown/White,0.25
718,0,Intact Male,Pit Bull Mix,Brown,0.25
719,0,Intact Female,Pit Bull Mix,Brown/White,0.25
720,0,Intact Female,Chihuahua Shorthair,Tan/White,0.25
721,0,Intact Male,Black Mouth Cur Mix,Tan/Black,0.25
722,0,Intact Female,Labrador Retriever Mix,Black/Tan,0.25
723,0,Intact Female,German Shepherd Mix,Black/Brown,0.25
724,0,Intact Female,German Shepherd Mix,Brown/Black,0.25
725,0,Intact Female,Miniature Poodle Mix,Black/White,0.25
726,0,Intact Male,Miniature Poodle Mix,Black/White,0.25
727,0,Intact Male,Miniature Poodle Mix,Black/White,0.25
728,0,Intact Male,Miniature Poodle Mix,Black/White,0.25
729,0,Intact Female,Miniature Poodle Mix,Black/White,0.25
730,0,Intact Female,Miniature Poodle Mix,Black/White,0.25
731,0,Intact Female,Pit Bull Mix,Black/White,0.25
732,0,Intact Male,Chihuahua Shorthair Mix,Black/White,0.25
733,0,Unknown,Miniature Poodle Mix,Cream,0.25
734,0,Intact Male,Cairn Terrier Mix,Yellow,0.25
735,0,Intact Male,Chihuahua Shorthair Mix,Buff,0.25
736,0,Intact Female,Chihuahua Shorthair Mix,Buff,0.25
737,0,Intact Male,Chihuahua Shorthair Mix,Buff,0.25
738,0,Intact Female,German Shepherd Mix,Black/Tan,0.25
739,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
740,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
741,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
742,0,Intact Male,Chihuahua Shorthair Mix,Black/White,0.25
743,0,Intact Male,Chihuahua Longhair Mix,White/Tan,0.25
744,0,Intact Male,Chihuahua Shorthair Mix,Black/Tan,0.25
745,0,Intact Female,Chihuahua Shorthair Mix,Black/Tan,0.25
746,0,Intact Male,Chihuahua Shorthair Mix,Tricolor,0.25
747,0,Intact Female,Chihuahua Shorthair Mix,Tricolor,0.25
748,0,Intact Female,Pit Bull Mix,Black,0.25
749,0,Intact Male,Pit Bull Mix,Black,0.25
750,0,Intact Male,Pit Bull Mix,Black,0.25
751,0,Intact Male,Pit Bull Mix,Black,0.25
752,1,Spayed Female,Beagle Mix,Brown/White,0.25
753,0,Intact Male,Pit Bull Mix,Brown/White,0.25
754,0,Intact Male,Pit Bull Mix,White/Brown Brindle,0.25
755,0,Intact Male,Pit Bull Mix,Brown/White,0.25
756,0,Intact Male,Pit Bull Mix,Brown Brindle/White,0.25
757,0,Intact Male,Pit Bull Mix,Brown Brindle/White,0.25
758,0,Intact Male,Pit Bull Mix,Brown Brindle/White,0.25
759,0,Intact Female,Chihuahua Shorthair,Cream,0.25
760,0,Intact Female,Chihuahua Shorthair,Cream,0.25
761,0,Intact Male,Chihuahua Shorthair,Tan/White,0.25
762,0,Intact Female,Chihuahua Shorthair,Tan,0.25
763,0,Intact Female,Chihuahua Shorthair,Tan,0.25
764,0,Intact Female,Chihuahua Shorthair,Tan/White,0.25
765,0,Intact Male,Boxer Mix,Brown,0.25
766,0,Intact Female,Chihuahua Shorthair Mix,Brown,0.25
767,0,Intact Male,Chihuahua Shorthair Mix,Black/Brown,0.25
768,0,Intact Male,Chihuahua Shorthair Mix,Brown,0.25
769,0,Intact Male,Chihuahua Shorthair Mix,Brown,0.25
770,0,Intact Female,Chihuahua Shorthair Mix,Black/Brown,0.25
771,0,Intact Male,Chihuahua Shorthair Mix,Brown,0.25
772,0,Intact Female,Chihuahua Shorthair Mix,Black/Brown,0.25
773,0,Intact Male,Chihuahua Shorthair Mix,Brown,0.25
774,0,Intact Male,Chihuahua Shorthair Mix,Black/Brown,0.25
775,1,Spayed Female,Border Collie Mix,Black/White,0.25
776,0,Intact Male,Pit Bull Mix,Blue,0.25
777,0,Intact Female,Australian Cattle Dog Mix,White/Brown,0.25
778,0,Intact Male,Pit Bull Mix,Brown Brindle,0.25
779,0,Intact Male,Pit Bull Mix,Brown Brindle,0.25
780,0,Intact Female,Pit Bull Mix,Brown Brindle/White,0.25
781,0,Intact Female,Labrador Retriever Mix,Black,0.25
782,0,Intact Female,Chihuahua Shorthair Mix,Tan,0.25
783,0,Intact Male,Chihuahua Shorthair Mix,White/Brown,0.25
784,0,Intact Female,Labrador Retriever Mix,Brown,0.25
785,0,Intact Male,Australian Cattle Dog Mix,Black/Tricolor,0.25
786,0,Intact Female,Australian Cattle Dog Mix,Black/White,0.25
787,0,Intact Male,Australian Cattle Dog Mix,Black/White,0.25
788,0,Intact Female,Australian Cattle Dog Mix,Black/White,0.25
789,0,Intact Female,Rottweiler Mix,Black/Tan,0.25
790,0,Intact Female,Cairn Terrier Mix,White/Black,0.25
791,0,Intact Male,Beagle Mix,Black/Tricolor,0.25
792,0,Intact Female,Beagle Mix,Black/Tricolor,0.25
793,0,Intact Male,Beagle Mix,Black/Tricolor,0.25
794,0,Intact Male,Beagle Mix,Black/Tricolor,0.25
795,0,Intact Female,Great Pyrenees Mix,Tan/White,0.25
796,0,Intact Female,Labrador Retriever Mix,Tan/White,0.25
797,0,Intact Male,Labrador Retriever Mix,Tan,0.25
798,0,Intact Male,Labrador Retriever Mix,Brown/Tan,0.25
799,0,Intact Female,Labrador Retriever Mix,Brown/Black,0.25
800,0,Intact Female,Australian Cattle Dog Mix,White/Brown Brindle,0.25
801,0,Intact Female,Australian Cattle Dog Mix,White/Brown,0.25
802,0,Intact Female,Australian Cattle Dog Mix,Blue/White,0.25
803,0,Intact Male,Labrador Retriever Mix,Black,0.25
804,0,Intact Female,Labrador Retriever Mix,Black,0.25
805,0,Intact Male,Labrador Retriever Mix,Black,0.25
806,0,Intact Female,German Shepherd Mix,Brown/Black,0.25
807,0,Intact Male,German Shepherd Mix,Brown/Black,0.25
808,0,Intact Female,Australian Shepherd Mix,White,0.25
809,0,Intact Female,Australian Shepherd Mix,Tricolor,0.25
810,0,Intact Female,Australian Shepherd Mix,Tricolor,0.25
811,0,Intact Male,Australian Shepherd Mix,Tricolor,0.25
812,0,Intact Female,Australian Shepherd Mix,Cream,0.25
813,0,Intact Female,Australian Shepherd Mix,Tricolor,0.25
814,0,Unknown,Rat Terrier Mix,Tan/White,0.25
815,0,Unknown,Rat Terrier Mix,Tan/White,0.25
816,0,Unknown,Rat Terrier Mix,Tan/White,0.25
817,0,Unknown,Rat Terrier Mix,Tan/White,0.25
818,0,Unknown,Rat Terrier Mix,Tan/White,0.25
819,0,Intact Female,Chihuahua Shorthair Mix,Tan,0.25
820,0,Intact Male,German Shepherd Mix,Black/Tan,0.25
821,0,Intact Male,Catahoula Mix,Tan,0.25
822,0,Intact Female,Catahoula Mix,Tan,0.25
823,0,Intact Male,Catahoula Mix,Tan,0.25
824,0,Intact Male,Catahoula Mix,Tan,0.25
825,0,Intact Female,Catahoula Mix,Tan,0.25
826,0,Intact Male,Catahoula Mix,Tan,0.25
827,0,Intact Male,Pit Bull Mix,Brown Brindle,0.25
828,0,Intact Female,Pit Bull Mix,Brown/White,0.25
829,0,Intact Female,Pit Bull Mix,White/Brown,0.25
830,0,Intact Female,Labrador Retriever Mix,Chocolate,0.25
831,0,Intact Female,Chihuahua Shorthair Mix,Tricolor,0.25
832,0,Intact Female,Labrador Retriever Mix,Black,0.25
833,0,Unknown,Labrador Retriever Mix,Black,0.25
834,0,Intact Female,German Shepherd Mix,Sable,0.25
835,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
836,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
837,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
838,0,Intact Male,German Shepherd Mix,Tricolor,0.25
839,0,Intact Male,Labrador Retriever Mix,Black,0.25
840,0,Intact Male,Dachshund Mix,Tricolor,0.25
841,0,Intact Female,Pit Bull Mix,Blue,0.25
842,0,Intact Female,Pit Bull Mix,Black/White,0.25
843,0,Intact Female,Yorkshire Terrier Mix,Black/Tan,0.25
844,0,Intact Male,German Shepherd Mix,Brown/Black,0.25
845,0,Intact Male,German Shepherd Mix,Brown/Black,0.25
846,0,Intact Male,German Shepherd Mix,Brown/Black,0.25
847,0,Intact Male,German Shepherd Mix,Brown/Black,0.25
848,0,Intact Female,German Shepherd Mix,Brown/Black,0.25
849,0,Intact Male,German Shepherd Mix,Brown/Black,0.25
850,0,Intact Female,German Shepherd Mix,Brown/Black,0.25
